new label;species label;genus label;family label;species;genus;family
708;708;355;100;Matayba arborescens (Aubl.) Radlk.;Matayba;Sapindaceae
709;709;355;100;Matayba laevigata Radlk.;Matayba;Sapindaceae
710;710;355;100;Matayba stenodictya Radlk.;Matayba;Sapindaceae
711;711;354;99;Bactris gastoniana Barb.Rodr.;Bactris;Arecaceae
712;712;356;100;Paullinia pinnata L.;Paullinia;Sapindaceae
713;713;354;99;Bactris maraja Mart.;Bactris;Arecaceae
714;714;357;100;Pseudima frutescens (Aubl.) Radlk.;Pseudima;Sapindaceae
715;715;354;99;Bactris oligocarpa Barb.Rodr.;Bactris;Arecaceae
716;716;354;99;Bactris pliniana Granv. & A.J.Hend.;Bactris;Arecaceae
717;717;354;99;Bactris rhaphidacantha Wess.Boer;Bactris;Arecaceae
718;718;358;100;Serjania grandifolia Sagot ex Radlk.;Serjania;Sapindaceae
719;719;354;99;Bactris simplicifrons Mart.;Bactris;Arecaceae
720;720;358;100;Serjania paucidentata DC.;Serjania;Sapindaceae
721;721;359;100;Talisia carinata Radlk.;Talisia;Sapindaceae
722;722;359;100;Talisia hemidasya Radlk.;Talisia;Sapindaceae
723;723;360;100;Toulicia guianensis Aubl.;Toulicia;Sapindaceae
724;724;361;100;Vouarana guianensis Aubl.;Vouarana;Sapindaceae
725;725;362;101;Chrysophyllum argenteum Jacq.;Chrysophyllum;Sapotaceae
726;726;362;101;Chrysophyllum cainito L.;Chrysophyllum;Sapotaceae
727;727;362;101;Chrysophyllum cuneifolium (Rudge) A.DC.;Chrysophyllum;Sapotaceae
728;728;362;101;Chrysophyllum pomiferum (Eyma) T.D.Penn.;Chrysophyllum;Sapotaceae
729;729;362;101;Chrysophyllum sanguinolentum (Pierre) Baehni;Chrysophyllum;Sapotaceae
730;730;362;101;Chrysophyllum venezuelanense (Pierre) T.D.Penn.;Chrysophyllum;Sapotaceae
731;731;363;101;Ecclinusa guianensis Eyma;Ecclinusa;Sapotaceae
732;732;363;101;Ecclinusa ramiflora Mart.;Ecclinusa;Sapotaceae
733;733;364;101;Manilkara bidentata (A.DC.) A.Chev.;Manilkara;Sapotaceae
734;734;364;101;Manilkara paraensis (Huber) Standl.;Manilkara;Sapotaceae
735;735;365;101;Micropholis cayennensis T.D.Penn.;Micropholis;Sapotaceae
736;736;365;101;Micropholis guyanensis (A.DC.) Pierre;Micropholis;Sapotaceae
737;737;365;101;Micropholis melinoniana Pierre;Micropholis;Sapotaceae
738;738;365;101;Micropholis obscura T.D.Penn.;Micropholis;Sapotaceae
739;739;366;101;Pouteria cicatricata T.D.Penn.;Pouteria;Sapotaceae
740;740;366;101;Pouteria eugeniifolia (Pierre) Baehni;Pouteria;Sapotaceae
741;741;366;101;Pouteria filipes Eyma;Pouteria;Sapotaceae
742;742;366;101;Pouteria gongrijpii Eyma;Pouteria;Sapotaceae
743;743;366;101;Pouteria macrophylla (Lam.) Eyma;Pouteria;Sapotaceae
744;744;366;101;Pouteria rodriguesiana Pires & T.D.Penn.;Pouteria;Sapotaceae
745;745;366;101;Pouteria sagotiana (Baill.) Eyma;Pouteria;Sapotaceae
746;746;366;101;Pouteria speciosa (Ducke) Baehni;Pouteria;Sapotaceae
747;747;366;101;Pouteria torta (Mart.) Radlk.;Pouteria;Sapotaceae
748;748;366;101;Pouteria venosa (Mart.) Baehni;Pouteria;Sapotaceae
749;749;367;101;Pradosia cochlearia (Lecomte) T.D.Penn.;Pradosia;Sapotaceae
750;750;367;101;Pradosia ptychandra (Eyma) T.D.Penn.;Pradosia;Sapotaceae
751;751;368;101;Sarcaulus brasiliensis (A.DC.) Eyma;Sarcaulus;Sapotaceae
752;752;369;102;Schizaea elegans (Vahl) Sw.;Schizaea;Schizaeaceae
753;753;370;103;Schlegelia violacea Griseb.;Schlegelia;Schlegeliaceae
754;754;371;104;Selaginella conduplicata Spring;Selaginella;Selaginellaceae
755;755;371;104;Selaginella parkeri (Hook. & Grev.) Spring;Selaginella;Selaginellaceae
756;756;371;104;Selaginella producta Baker;Selaginella;Selaginellaceae
757;757;371;104;Selaginella radiata Baker;Selaginella;Selaginellaceae
758;758;371;104;Selaginella revoluta Baker;Selaginella;Selaginellaceae
759;759;371;104;Selaginella sulcata (Desv. ex Poir.) Spring ex Mart.;Selaginella;Selaginellaceae
760;760;372;105;Picrolemma sprucei Hook.f.;Picrolemma;Simaroubaceae
761;761;373;105;Simaba polyphylla (Cavalcante) W.W. Thomas;Simaba;Simaroubaceae
762;762;374;106;Siparuna cristata (Poepp. & Endl.) A.DC.;Siparuna;Siparunaceae
763;763;374;106;Siparuna cuspidata (Tul.) A.DC.;Siparuna;Siparunaceae
764;764;374;106;Siparuna decipiens (Tul.) A.DC.;Siparuna;Siparunaceae
765;765;374;106;Siparuna guianensis Aubl.;Siparuna;Siparunaceae
766;766;374;106;Siparuna poeppigii (Tul.) A. DC.;Siparuna;Siparunaceae
767;767;375;107;Smilax siphilitica Humb. & Bonpl. ex Willd.;Smilax;Smilacaceae
768;768;376;108;Brunfelsia guianensis Benth.;Brunfelsia;Solanaceae
769;769;377;108;Cestrum latifolium Lam.;Cestrum;Solanaceae
770;770;378;108;Lycianthes pauciflora (Vahl) Bitter;Lycianthes;Solanaceae
771;771;379;108;Physalis angulata L.;Physalis;Solanaceae
772;772;379;108;Physalis pubescens L.;Physalis;Solanaceae
773;773;380;108;Schwenckia americana L.;Schwenckia;Solanaceae
774;774;381;108;Solandra longiflora Tussac;Solandra;Solanaceae
775;775;382;108;Solanum americanum Mill.;Solanum;Solanaceae
776;776;382;108;Solanum asperum Rich.;Solanum;Solanaceae
777;777;382;108;Solanum crinitum Lam.;Solanum;Solanaceae
778;778;382;108;Solanum fulvidum Bitter;Solanum;Solanaceae
779;779;382;108;Solanum jamaicense Mill.;Solanum;Solanaceae
780;780;382;108;Solanum leucocarpon Dunal;Solanum;Solanaceae
781;781;382;108;Solanum rugosum Dunal;Solanum;Solanaceae
782;782;382;108;Solanum schlechtendalianum Walp.;Solanum;Solanaceae
783;783;382;108;Solanum stramoniifolium Jacq.;Solanum;Solanaceae
784;784;382;108;Solanum torvum Sw.;Solanum;Solanaceae
785;785;382;108;Solanum velutinum Dunal;Solanum;Solanaceae
786;786;383;109;Discophora guianensis Miers;Discophora;Stemonuraceae
787;787;384;110;Styrax pallidus A.DC.;Styrax;Styracaceae
788;788;385;111;Tectaria incisa Cav.;Tectaria;Tectariaceae
789;789;385;111;Tectaria plantaginea (Jacq.) Maxon;Tectaria;Tectariaceae
790;790;385;111;Tectaria trifoliata (L.) Cav.;Tectaria;Tectariaceae
791;791;386;111;Triplophyllum funestum (Kunze) Holttum;Triplophyllum;Tectariaceae
792;792;387;99;Desmoncus orthacanthos Mart.;Desmoncus;Arecaceae
793;793;387;99;Desmoncus polyacanthos Mart.;Desmoncus;Arecaceae
794;794;388;112;Thelypteris abrupta (Desv.) Proctor;Thelypteris;Thelypteridaceae
795;795;388;112;Thelypteris decussata (L.) Proctor;Thelypteris;Thelypteridaceae
796;796;388;112;Thelypteris glandulosa (Desv.) Proctor;Thelypteris;Thelypteridaceae
797;797;388;112;Thelypteris serrata (Cav.) Alston;Thelypteris;Thelypteridaceae
798;798;389;99;Euterpe oleracea Mart.;Euterpe;Arecaceae
799;799;390;99;Geonoma baculifera (Poit.) Kunth;Geonoma;Arecaceae
800;800;390;99;Geonoma deversa (Poit.) Kunth;Geonoma;Arecaceae
801;801;391;113;Ampelocera edentula Kuhlm.;Ampelocera;Ulmaceae
802;802;390;99;Geonoma maxima (Poit.) Kunth;Geonoma;Arecaceae
803;803;392;114;Cecropia sciadophylla Mart.;Cecropia;Urticaceae
804;804;390;99;Geonoma stricta (Poit.) Kunth;Geonoma;Arecaceae
805;805;393;114;Coussapoa angustifolia Aubl.;Coussapoa;Urticaceae
806;806;393;114;Coussapoa latifolia Aubl.;Coussapoa;Urticaceae
807;807;394;114;Pilea imparifolia Wedd.;Pilea;Urticaceae
808;808;395;99;Hyospathe elegans Mart.;Hyospathe;Arecaceae
809;809;396;114;Pourouma bicolor Mart.;Pourouma;Urticaceae
810;810;396;114;Pourouma guianensis Aubl.;Pourouma;Urticaceae
811;811;396;114;Pourouma minor Benoist;Pourouma;Urticaceae
812;812;396;114;Pourouma saulensis C.C. Berg & Kooy;Pourouma;Urticaceae
813;813;396;114;Pourouma velutina Mart. ex Miq.;Pourouma;Urticaceae
814;814;397;115;Duranta erecta L.;Duranta;Verbenaceae
815;815;398;115;Lantana camara L.;Lantana;Verbenaceae
816;816;399;115;Petrea bracteata Steud.;Petrea;Verbenaceae
817;817;399;115;Petrea volubilis L.;Petrea;Verbenaceae
818;818;400;115;Priva lappulacea (L.) Pers.;Priva;Verbenaceae
819;819;401;115;Stachytarpheta cayennensis (Rich.) Vahl;Stachytarpheta;Verbenaceae
820;820;401;115;Stachytarpheta jamaicensis (L.) Vahl;Stachytarpheta;Verbenaceae
821;821;402;116;Paypayrola hulkiana Pulle;Paypayrola;Violaceae
822;822;403;116;Rinorea amapensis Hekking;Rinorea;Violaceae
823;823;403;116;Rinorea flavescens (Aubl.) Kuntze;Rinorea;Violaceae
824;824;403;116;Rinorea guianensis Aubl.;Rinorea;Violaceae
825;825;403;116;Rinorea pubiflora (Benth.) Sprague & Sandwith;Rinorea;Violaceae
826;826;404;99;Mauritia flexuosa L.f.;Mauritia;Arecaceae
827;827;405;117;Vochysia guianensis Aubl.;Vochysia;Vochysiaceae
828;828;406;118;Alpinia galanga (L.) Willd.;Alpinia;Zingiberaceae
829;829;407;118;Curcuma longa L.;Curcuma;Zingiberaceae
830;830;408;118;Etlingera elatior (Jack) R.M.Sm.;Etlingera;Zingiberaceae
831;831;409;118;Renealmia floribunda K.Schum.;Renealmia;Zingiberaceae
832;832;409;118;Renealmia orinocensis Rusby;Renealmia;Zingiberaceae
833;833;410;99;Socratea exorrhiza (Mart.) H.Wendl.;Socratea;Arecaceae
834;834;411;99;Syagrus inajai (Spruce) Becc.;Syagrus;Arecaceae
835;835;412;119;Aristolochia iquitensis O.C.Schmidt;Aristolochia;Aristolochiaceae
836;836;413;58;Ruellia rubra Aubl.;Ruellia;Acanthaceae
837;837;413;58;Ruellia tuberosa L.;Ruellia;Acanthaceae
838;838;414;120;Asplenium abscissum Willd.;Asplenium;Aspleniaceae
839;839;415;58;Asystasia gangetica (L.) T.Anderson;Asystasia;Acanthaceae
840;840;414;120;Asplenium hostmannii Hieron.;Asplenium;Aspleniaceae
841;841;414;120;Asplenium juglandifolium Lam.;Asplenium;Aspleniaceae
842;842;414;120;Asplenium rutaceum (Willd.) Mett.;Asplenium;Aspleniaceae
843;843;414;120;Asplenium serratum L.;Asplenium;Aspleniaceae
844;844;416;121;Diplazium cristatum (Desr.) Alston;Diplazium;Athyriaceae
845;845;416;121;Diplazium expansum Willd.;Diplazium;Athyriaceae
846;846;416;121;Diplazium grandifolium (Sw.) Sw.;Diplazium;Athyriaceae
847;847;417;122;Helosis cayennensis (Sw.) Spreng.;Helosis;Balanophoraceae
848;848;418;123;Begonia glabra Aubl.;Begonia;Begoniaceae
849;849;419;124;Adenocalymma moringifolium (DC.) L.G.Lohmann;Adenocalymma;Bignoniaceae
850;850;419;124;Adenocalymma neoflavidum L.G.Lohmann;Adenocalymma;Bignoniaceae
851;851;419;124;Adenocalymma racemosum (A.H.Gentry) L.G.Lohmann;Adenocalymma;Bignoniaceae
852;852;420;124;Amphilophium elongatum (Vahl) L.G.Lohmann;Amphilophium;Bignoniaceae
853;853;420;124;Amphilophium magnoliifolium (Kunth) L.G.Lohmann;Amphilophium;Bignoniaceae
854;854;421;124;Bignonia aequinoctialis L.;Bignonia;Bignoniaceae
855;855;421;124;Bignonia corymbosa (Vent.) L.G.Lohmann;Bignonia;Bignoniaceae
856;856;422;124;Callichlamys latifolia (Rich.) K. Schum.;Callichlamys;Bignoniaceae
857;857;423;124;Crescentia cujete L.;Crescentia;Bignoniaceae
858;858;424;124;Cuspidaria inaequalis (DC. ex Splitg.) L.G.Lohmann;Cuspidaria;Bignoniaceae
859;859;425;124;Dolichandra unguis-cati (L.) L.G.Lohmann;Dolichandra;Bignoniaceae
860;860;426;124;Fridericia candicans (Rich.) L.G.Lohmann;Fridericia;Bignoniaceae
861;861;426;124;Fridericia oligantha (Bureau & K.Schum.) L.G.Lohmann;Fridericia;Bignoniaceae
862;862;427;124;Handroanthus serratifolius (Vahl) S.O.Grose;Handroanthus;Bignoniaceae
863;863;428;124;Jacaranda copaia (Aubl.) D.Don;Jacaranda;Bignoniaceae
864;864;429;124;Kigelia africana (Lam.) Benth.;Kigelia;Bignoniaceae
865;865;430;124;Lundia corymbifera (Vahl) Sandwith;Lundia;Bignoniaceae
866;866;431;124;Mansoa alliacea (Lam.) A.H.Gentry;Mansoa;Bignoniaceae
867;867;431;124;Mansoa standleyi (Steyerm.) A.H.Gentry;Mansoa;Bignoniaceae
868;868;432;124;Tabebuia insignis (Miq.) Sandwith;Tabebuia;Bignoniaceae
869;869;433;124;Tanaecium pyramidatum (Rich.) L.G.Lohmann;Tanaecium;Bignoniaceae
870;870;434;124;Tecoma capensis (Thunb.) Lindl.;Tecoma;Bignoniaceae
871;871;435;125;Bixa orellana L.;Bixa;Bixaceae
872;872;436;125;Cochlospermum orinocense (Kunth) Steud.;Cochlospermum;Bixaceae
873;873;437;126;Blechnum serrulatum Rich.;Blechnum;Blechnaceae
874;874;438;127;Lindackeria paludosa (Benth.) Gilg;Lindackeria;Achariaceae
875;875;439;127;Mayna odorata Aubl.;Mayna;Achariaceae
876;876;440;128;Cordia nodosa Lam.;Cordia;Boraginaceae
877;877;441;129;Aechmea aquilega (Salisb.) Griseb.;Aechmea;Bromeliaceae
878;878;441;129;Aechmea mertensii (G.Mey.) Schult. & Schult.f.;Aechmea;Bromeliaceae
879;879;442;129;Araeococcus micranthus Brongn.;Araeococcus;Bromeliaceae
880;880;443;129;Billbergia violacea Beer;Billbergia;Bromeliaceae
881;881;444;129;Guzmania lingulata (L.) Mez;Guzmania;Bromeliaceae
882;882;445;129;Tillandsia bulbosa Hook.;Tillandsia;Bromeliaceae
883;883;445;129;Tillandsia monadelpha (E.Morren) Baker;Tillandsia;Bromeliaceae
884;884;446;130;Burmannia bicolor Mart.;Burmannia;Burmanniaceae
885;885;447;131;Protium apiculatum Swart;Protium;Burseraceae
886;886;447;131;Protium decandrum (Aubl.) Marchand;Protium;Burseraceae
887;887;447;131;Protium heptaphyllum (Aubl.) Marchand;Protium;Burseraceae
888;888;447;131;Protium opacum Swart;Protium;Burseraceae
889;889;447;131;Protium polybotryum (Turcz.) Engl.;Protium;Burseraceae
890;890;447;131;Protium sagotianum Marchand;Protium;Burseraceae
891;891;447;131;Protium subserratum (Engl.) Engl.;Protium;Burseraceae
892;892;447;131;Protium tenuifolium (Engl.) Engl.;Protium;Burseraceae
893;893;447;131;Protium trifoliolatum Engl.;Protium;Burseraceae
894;894;448;131;Tetragastris altissima (Aubl.) Swart;Tetragastris;Burseraceae
895;895;448;131;Tetragastris panamensis (Engl.) Kuntze;Tetragastris;Burseraceae
896;896;449;132;Cabomba aquatica Aubl.;Cabomba;Cabombaceae
897;897;450;133;Epiphyllum phyllanthus (L.) Haw.;Epiphyllum;Cactaceae
898;898;451;133;Rhipsalis baccifera (J.S.Muell.) Stearn;Rhipsalis;Cactaceae
899;899;452;134;Caraipa densifolia Mart.;Caraipa;Calophyllaceae
900;900;453;134;Mahurea palustris Aubl.;Mahurea;Calophyllaceae
901;901;454;134;Mammea americana L.;Mammea;Calophyllaceae
902;902;455;135;Centropogon cornutus (L.) Druce;Centropogon;Campanulaceae
903;903;456;136;Cinnamodendron tenuifolium Uittien;Cinnamodendron;Canellaceae
904;904;457;137;Trema micrantha (L.) Blume;Trema;Cannabaceae
905;905;458;138;Canna indica L.;Canna;Cannaceae
906;906;459;139;Crateva tapia L.;Crateva;Capparaceae
907;907;460;139;Cynophalla polyantha (Triana & Planch.) Cornejo & Iltis;Cynophalla;Capparaceae
908;908;461;140;Dendrobangia boliviana Rusby;Dendrobangia;Cardiopteridaceae
909;909;462;141;Carica papaya L.;Carica;Caricaceae
910;910;463;142;Caryocar glabrum (Aubl.) Pers.;Caryocar;Caryocaraceae
911;911;463;142;Caryocar microcarpum Ducke;Caryocar;Caryocaraceae
912;912;463;142;Caryocar nuciferum L.;Caryocar;Caryocaraceae
913;913;463;142;Caryocar villosum (Aubl.) Pers.;Caryocar;Caryocaraceae
914;914;464;58;Barleria repens Nees;Barleria;Acanthaceae
915;915;465;143;Cheiloclinium cognatum (Miers) A.C.Sm.;Cheiloclinium;Celastraceae
916;916;466;143;Maytenus oblongata Reissek;Maytenus;Celastraceae
917;917;467;144;Acioa guianensis Aubl.;Acioa;Chrysobalanaceae
918;918;468;144;Chrysobalanus icaco L.;Chrysobalanus;Chrysobalanaceae
919;919;469;144;Couepia bracteosa Benth.;Couepia;Chrysobalanaceae
920;920;469;144;Couepia caryophylloides Benoist;Couepia;Chrysobalanaceae
921;921;469;144;Couepia excelsa Ducke;Couepia;Chrysobalanaceae
922;922;469;144;Couepia guianensis Aubl.;Couepia;Chrysobalanaceae
923;923;469;144;Couepia joaquinae Prance;Couepia;Chrysobalanaceae
924;924;469;144;Couepia parillo DC.;Couepia;Chrysobalanaceae
925;925;470;144;Exellodendron barbatum (Ducke) Prance;Exellodendron;Chrysobalanaceae
926;926;471;144;Hirtella bicornis Mart. & Zucc.;Hirtella;Chrysobalanaceae
927;927;471;144;Hirtella davisii Sandwith;Hirtella;Chrysobalanaceae
928;928;471;144;Hirtella glandulosa Spreng.;Hirtella;Chrysobalanaceae
929;929;471;144;Hirtella hispidula Miq.;Hirtella;Chrysobalanaceae
930;930;471;144;Hirtella margae Prance;Hirtella;Chrysobalanaceae
931;931;471;144;Hirtella paniculata Sw.;Hirtella;Chrysobalanaceae
932;932;471;144;Hirtella physophora Mart. & Zucc.;Hirtella;Chrysobalanaceae
933;933;471;144;Hirtella racemosa Lam.;Hirtella;Chrysobalanaceae
934;934;471;144;Hirtella tenuifolia Prance;Hirtella;Chrysobalanaceae
935;935;472;144;Licania alba (Bernoulli) Cuatrec.;Licania;Chrysobalanaceae
936;936;472;144;Licania amapaensis Prance;Licania;Chrysobalanaceae
937;937;472;144;Licania canescens Benoist;Licania;Chrysobalanaceae
938;938;472;144;Licania granvillei Prance;Licania;Chrysobalanaceae
939;939;472;144;Licania guianensis (Aubl.) Griseb.;Licania;Chrysobalanaceae
940;940;472;144;Licania heteromorpha Benth.;Licania;Chrysobalanaceae
941;941;472;144;Licania kunthiana Hook.f.;Licania;Chrysobalanaceae
942;942;472;144;Licania latistipula Prance;Licania;Chrysobalanaceae
943;943;472;144;Licania leptostachya Benth.;Licania;Chrysobalanaceae
944;944;472;144;Licania majuscula Sagot;Licania;Chrysobalanaceae
945;945;472;144;Licania membranacea Sagot ex Laness.;Licania;Chrysobalanaceae
946;946;472;144;Licania micrantha Miq.;Licania;Chrysobalanaceae
947;947;472;144;Licania minutiflora (Sagot) Fritsch;Licania;Chrysobalanaceae
948;948;473;144;Parinari campestris Aubl.;Parinari;Chrysobalanaceae
949;949;473;144;Parinari excelsa Sabine;Parinari;Chrysobalanaceae
950;950;474;145;Cleome rutidosperma DC.;Cleome;Cleomaceae
951;951;475;146;Calophyllum brasiliense Cambess.;Calophyllum;Clusiaceae
952;952;476;146;Clusia flavida (Benth.) Pipoly;Clusia;Clusiaceae
953;953;476;146;Clusia fockeana Miq.;Clusia;Clusiaceae
954;954;476;146;Clusia grandiflora Splitg.;Clusia;Clusiaceae
955;955;476;146;Clusia nemorosa G.Mey.;Clusia;Clusiaceae
956;956;476;146;Clusia panapanari (Aubl.) Choisy;Clusia;Clusiaceae
957;957;476;146;Clusia purpurea (Splitg.) Engl.;Clusia;Clusiaceae
958;958;476;146;Clusia scrobiculata Benoist;Clusia;Clusiaceae
959;959;477;146;Garcinia benthamiana (Planch. & Triana) Pipoly;Garcinia;Clusiaceae
960;960;477;146;Garcinia macrophylla Mart.;Garcinia;Clusiaceae
961;961;477;146;Garcinia madruno (Kunth) Hammel;Garcinia;Clusiaceae
962;962;478;146;Moronobea coccinea Aubl.;Moronobea;Clusiaceae
963;963;479;146;Platonia insignis Mart.;Platonia;Clusiaceae
964;964;480;146;Symphonia globulifera L.f.;Symphonia;Clusiaceae
965;965;481;146;Tovomita longifolia (Rich.) Hochr.;Tovomita;Clusiaceae
966;966;481;146;Tovomita schomburgkii Planch. & Triana;Tovomita;Clusiaceae
967;967;481;146;Tovomita umbellata Benth.;Tovomita;Clusiaceae
968;968;482;147;Sesuvium portulacastrum (L.) L.;Sesuvium;Aizoaceae
969;969;483;148;Combretum indicum (L.) DeFilipps;Combretum;Combretaceae
970;970;483;148;Combretum rotundifolium Rich.;Combretum;Combretaceae
971;971;484;148;Conocarpus erectus L.;Conocarpus;Combretaceae
972;972;485;148;Terminalia amazonia (J.F.Gmel.) Exell;Terminalia;Combretaceae
973;973;486;149;Commelina erecta L.;Commelina;Commelinaceae
974;974;486;149;Commelina rufipes Seub.;Commelina;Commelinaceae
975;975;487;149;Dichorisandra hexandra (Aubl.) Standl.;Dichorisandra;Commelinaceae
976;976;488;149;Floscopa peruviana Hassk. ex C.B.Clarke;Floscopa;Commelinaceae
977;977;489;0;Ayapana amygdalina (Lam.) R.M.King & H.Rob.;Ayapana;Compositae
978;978;490;0;Bidens cynapiifolia Kunth;Bidens;Compositae
979;979;491;0;Centratherum punctatum Cass.;Centratherum;Compositae
980;980;492;150;Alternanthera brasiliana (L.) Kuntze;Alternanthera;Amaranthaceae
981;981;493;0;Chromolaena odorata (L.) R.M.King & H.Rob.;Chromolaena;Compositae
982;982;494;0;Clibadium surinamense L.;Clibadium;Compositae
983;983;492;150;Alternanthera sessilis (L.) R.Br. ex DC.;Alternanthera;Amaranthaceae
984;984;495;0;Cyanthillium cinereum (L.) H.Rob.;Cyanthillium;Compositae
985;985;496;0;Eclipta prostrata (L.) L.;Eclipta;Compositae
986;986;497;0;Elephantopus mollis Kunth;Elephantopus;Compositae
987;987;498;0;Emilia fosbergii Nicolson;Emilia;Compositae
988;988;499;0;Erechtites hieraciifolius (L.) Raf. ex DC.;Erechtites;Compositae
989;989;500;150;Cyathula prostrata (L.) Blume;Cyathula;Amaranthaceae
990;990;501;0;Ichthyothere terminalis (Spreng.) S.F.Blake;Ichthyothere;Compositae
991;991;502;0;Mikania micrantha Kunth;Mikania;Compositae
992;992;503;0;Piptocarpha triflora (Aubl.) Benn. ex Baker;Piptocarpha;Compositae
993;993;504;0;Rolandra fruticosa (L.) Kuntze;Rolandra;Compositae
994;994;505;0;Sphagneticola trilobata (L.) Pruski;Sphagneticola;Compositae
995;995;506;0;Struchium sparganophorum (L.) Kuntze;Struchium;Compositae
996;996;507;0;Synedrella nodiflora (L.) Gaertn.;Synedrella;Compositae
